id_jugador,nombre_completo
1274,Yves Pons
1275,Trendon Watford
1276,Jason Preston
1277,Daishen Nix
1278,Javonte Smart
1279,Neemias Queta
1280,Chaundee Brown Jr.
1281,Scottie Lewis
1282,Isaiah Livers
1283,Hassani Gravett
1284,Aleem Ford
1285,Trevelin Queen
1286,Tyler Hall
1287,Myles Powell
1288,Malcolm Hill
1289,Tre Scott
1290,Moses Wright
1291,Ade Murkey
1292,Terry Taylor
1293,Jordan Schakel
1294,Javin DeLaurier
1295,Carlik Jones
1296,Cat Barber
1297,Malik Ellison
1298,Shaq Buchanan
1299,Mac McClung
1300,Xavier Sneed
1301,Cameron McGriff
1302,Brandon Williams
1303,Jarron Cumberland
1304,Xavier Moon
1305,Craig Sword
1306,Jordan Goodwin
1307,Olivier Sarr
1308,Rob Edwards
1309,Trayvon Palmer
1310,Micah Potter
1311,Keifer Sykes
1312,Justin Tillman
1313,Jaime Echenique
1314,M.J. Walker
1315,Paris Bass
1316,Aric Holman
1317,Jaysean Paige
1318,Ahmad Caver
1319,Jon Teske
1320,Braxton Key
1321,Feron Hunt
1322,Lindell Wigginton
1323,Lindy Waters III
1324,Matt Ryan
1325,Gabriel Lundberg
1326,Zavier Simpson
1327,Gabe York
1328,D.J. Stewart Jr.
1329,JD Davison
1330,Max Christie
1331,Scotty Pippen Jr.
1332,Cole Swider
1333,Ryan Rollins
1334,Patrick Baldwin Jr.
1335,Paolo Banchero
1336,Caleb Houstan
1337,Kevon Harris
1338,Jaden Ivey
1339,Jalen Duren
1340,Buddy Boeheim
1341,Johnny Davis
1342,Bennedict Mathurin
1343,Kendall Brown
1344,Andrew Nembhard
1345,Jabari Smith Jr.
1346,Tari Eason
1347,Trevor Hudgins
1348,AJ Griffin
1349,Tyrese Martin
1350,Dyson Daniels
1351,Dereon Seabron
1352,Alondes Williams
1353,David Roddy
1354,Jake LaRavia
1355,Kennedy Chandler
1356,Kenneth Lofton Jr.
1357,Vince Williams Jr.
1358,Dalen Terry
1359,Nikola Jović
1360,Dru Smith
1361,Isaiah Mobley
1362,Christian Koloko
1363,Ron Harper Jr.
1364,Ousmane Dieng
1365,Jalen Williams
1366,Jaylin Williams
1367,Josh Minott
1368,Wendell Moore Jr.
1369,Mark Williams
1370,Bryce McGowens
1371,Jeremy Sochan
1372,Malaki Branham
1373,Blake Wesley
1374,Christian Braun
1375,Peyton Watson
1376,Walker Kessler
1377,Ochai Agbaji
1378,Simone Fontecchio
1379,Jaden Hardy
1380,Shaedon Sharpe
1381,Jabari Walker
1382,Chima Moneke
1383,MarJon Beauchamp
1384,A.J. Green
1385,Trevor Keels
1386,Johnny Juzang
1387,Jack White
1388,Jordan Hall
1389,Moussa Diabaté
1390,Keegan Murray
1391,Jamal Cain
1392,Dominick Barlow
1393,John Butler
1394,TyTy Washington Jr.
1395,A.J. Lawson
1396,Orlando Robinson
1397,Keon Ellis
1398,Julian Champagnie
1399,Michael Foster Jr.
1400,Darius Days
1401,Ibou Badji
1402,Jared Rhoden
1403,E.J. Liddell
1404,Donovan Williams
1405,Jamaree Bouyea
1406,Stanley Umude
1407,Quenton Jackson
1408,Lester Quinones
1409,Xavier Cooks
1410,Jeenathan Williams
1411,Justin Minaya
1412,RaiQuan Gray
1413,Jacob Gilyard
1414,Chance Comanche
